"Title","Work Item Type","Priority","Severity","State","Description","Acceptance Criteria","Tags"
"P1-011: MCP JWT/JWKS single-region issuer config","Bug","2","2 - High","New","Finding: P1-011: MCP JWT/JWKS single-region issuer config

Priority: P1

Resiliency Related: Yes

Issue: MCP JWT/JWKS validation is wired to a single issuer / single JWKS endpoint resolved from env, and on JWKS fetch failure the validator falls back to a permissive mode or caches stale keys indefinitely. Moving from single-region to active/active means the MCP in `{secondaryRegion}` cannot validate tokens during a primary-region issuer outage if the URL is a regional alias, and the fail-open path silently accepts unsigned tokens. Cross-ref P0-028.

File: src/mcp_server/mcp_server.py:31-52

```python
def validate_token(token: str) -> dict:
 try:
 keys = httpx.get(os.environ[""JWKS_URI""]).json()
 return decode(token, keys, algorithms=[""RS256""])
 except Exception:
 return {} # fail-open — accept on JWKS failure
```

Recommended Fix: Pin `JWT_ISSUER='https://login.microsoftonline.com/{tenantId}/v2.0'` and the corresponding JWKS URI, cache JWKS for 1 hour with a force-refresh on `kid` miss, validate `aud`/`iss`/`exp`/`nbf`, reject `none`/symmetric algorithms, and fail closed on JWKS unavailability.","Pin `JWT_ISSUER='https://login.microsoftonline.com/{tenantId}/v2.0'` and the corresponding JWKS URI, cache JWKS for 1 hour with a force-refresh on `kid` miss, validate `aud`/`iss`/`exp`/`nbf`, reject `none`/symmetric algorithms, and fail closed on JWKS unavailability.","resiliency;P1-011"
"P1-012: External `biabcontainerreg.azurecr.io` shared registry","Bug","2","2 - High","New","Finding: P1-012: External `biabcontainerreg.azurecr.io` shared registry

Priority: P1

Resiliency Related: Yes

Issue: Customer-deployed images are pulled from an external Microsoft-owned registry the customer does not own. Moving from single-region to active/active does not fix this: both `{primaryRegion}` and `{secondaryRegion}` remain coupled to a single registry the customer cannot guarantee for tag immutability, signing, or replication, so an upstream ACR incident blocks pulls in both regions simultaneously. Cross-ref P0-022 for the full mitigation.

File: infra/main.bicep:140-160

```bicep
var backendImage = 'biabcontainerreg.azurecr.io/backend:latest'
// ... Container App image set to external Microsoft-owned ACR with floating tag
```

Recommended Fix: Mirror the upstream images into the customer-owned geo-replicated ACR (cross-ref P0-022), enable tag immutability, sign with Notary v2 / Cosign, and pin Container App images to `{loginServer}/<repo>@sha256:<digest>`.","Mirror the upstream images into the customer-owned geo-replicated ACR (cross-ref P0-022), enable tag immutability, sign with Notary v2 / Cosign, and pin Container App images to `{loginServer}/<repo>@sha256:<digest>`.","resiliency;P1-012"
"P1-013: Hard-coded Cosmos region-pair map","Bug","2","2 - High","New","Finding: P1-013: Hard-coded Cosmos region-pair map

Priority: P1

Resiliency Related: Yes

Issue: A literal `region → pair` table inside `infra/main.bicep` selects the Cosmos secondary region instead of accepting an explicit operator parameter. The current single-region → active/active migration relies on this map to derive the peer location, so any deployment to a region outside the encoded set silently degrades to a single-region account or selects an incorrect pair without raising an error. This couples the IaC to a specific Azure pairing snapshot that changes over time and blocks symmetric two-region topology.

File: infra/main.bicep:191-204

```bicep
// Hard-coded pair map drives Cosmos secondary region selection
var regionPairMap = {
 eastus: 'westus'
 eastus2: 'centralus'
 westeurope: 'northeurope'
 // ... limited encoded set
}
var cosmosSecondary = regionPairMap[location]
```

Recommended Fix: Replace the `regionPairMap` with `param primaryLocation string` and `param secondaryLocation string`, both `@allowed[]`-validated to an operator-curated list of paired regions, and pass `secondaryLocation` directly into the Cosmos `locations[]` array.","Replace the `regionPairMap` with `param primaryLocation string` and `param secondaryLocation string`, both `@allowed[]`-validated to an operator-curated list of paired regions, and pass `secondaryLocation` directly into the Cosmos `locations[]` array.","resiliency;P1-013"
"P1-014: Hard-coded Log Analytics replica region pairs","Bug","2","2 - High","New","Finding: P1-014: Hard-coded Log Analytics replica region pairs

Priority: P1

Resiliency Related: Yes

Issue: Log Analytics workspace replication is wired through a hard-coded paired-region table identical in shape to the Cosmos map (P1-013). The single-region → active/active topology requires the LA replica to land in the same operator-chosen `{secondaryRegion}` that hosts every other peer; outside the encoded pair set the replica points to the wrong region or silently no-ops. This breaks the cross-region observability that the failover itself depends on for triage.

File: infra/main.bicep

```bicep
// Replica region resolved via the same hard-coded pair table
var laReplicaLocation = regionPairMap[location]

resource laReplica 'Microsoft.OperationalInsights/workspaces/replicas@2025-02-01' = {
 parent: logAnalytics
 name: laReplicaLocation
 location: laReplicaLocation
}
```

Recommended Fix: Add `param logAnalyticsReplicaLocation string = secondaryLocation` (constrained by `@allowed[]`) and pass it into the workspace replica resource so LA replication aligns with the explicit secondary parameter from P0-005 / P1-013.","Add `param logAnalyticsReplicaLocation string = secondaryLocation` (constrained by `@allowed[]`) and pass it into the workspace replica resource so LA replication aligns with the explicit secondary parameter from P0-005 / P1-013.","resiliency;P1-014"
"P1-015: Jumpbox + PPG zone-1 / Bastion no zones","Bug","2","2 - High","New","Finding: P1-015: Jumpbox + PPG zone-1 / Bastion no zones

Priority: P1

Resiliency Related: Yes

Issue: The operator path combines a jumpbox pinned to `zones: [1]` inside a proximity placement group (P1-009) with a Bastion provisioned without `availabilityZones` (P1-008). In the single-region topology a single zone-1 incident in `{primaryRegion}` removes the entire operator entry path simultaneously, and the active/active design has no peer Bastion or jumpbox in `{secondaryRegion}` to fall back to during regional failover triage.

File: infra/main.bicep:424

```bicep
// Bastion: no zones, single SKU; Jumpbox VM pinned zone-1 in PPG
resource bastion 'Microsoft.Network/bastionHosts@2023-11-01' = {
 // no availabilityZones property
}

resource jumpboxVm 'Microsoft.Compute/virtualMachines@2024-03-01' = {
 zones: [ '1' ]
 properties: {
 proximityPlacementGroup: { id: ppg.id }
 }
}
```

Recommended Fix: Apply P1-008 (Bastion Standard SKU with `availabilityZones: ['1','2','3']` per region) and P1-009 (replace the VM + PPG with a zone-spanning VMSS per region) together as a single operator-readiness change.","Apply P1-008 (Bastion Standard SKU with `availabilityZones: ['1','2','3']` per region) and P1-009 (replace the VM + PPG with a zone-spanning VMSS per region) together as a single operator-readiness change.","resiliency;P1-015"
"P1-016: AI Search 1×1 + public network","Bug","2","2 - High","New","Finding: P1-016: AI Search 1×1 + public network

Priority: P1

Resiliency Related: Yes

Issue: Same root cause as P1-002 expressed from the redundancy + exposure angle: AI Search is sized at `replicaCount=1, partitionCount=1` with public network access enabled in `{primaryRegion}` only. The single-region → active/active topology cannot rely on a single replica or public exposure; today a single replica failure or zone incident takes RAG offline, and public access broadens attack surface.

File: infra/main.bicep:1697-1751

```bicep
module search 'br/public:avm/res/search/search-service:0.x.y' = {
 params: {
 sku: 'standard'
 replicaCount: 1
 partitionCount: 1
 publicNetworkAccess: 'Enabled'
 }
}
```

Recommended Fix: Apply the P1-002 implementation in full; specifically gate `semanticSearch: 'standard'` behind a deploy parameter so it is enabled only after replica/partition resize completes.","Apply the P1-002 implementation in full; specifically gate `semanticSearch: 'standard'` behind a deploy parameter so it is enabled only after replica/partition resize completes.","resiliency;P1-016"
"P1-017: Backend env hardcodes single-region URLs","Bug","2","2 - High","New","Finding: P1-017: Backend env hardcodes single-region URLs

Priority: P1

Resiliency Related: Yes

Issue: Container Apps env vars on the backend bake in single-region FQDNs for Cosmos, Foundry, Search, and Storage. In the single-region → active/active migration these literals defeat regional locality: a backend replica running in `{secondaryRegion}` calls primary-region endpoints over the internet (or fails entirely if those endpoints are down), so every other peer-resource fix is undone by the env wiring.

File: infra/main.bicep:1359-1387

```bicep
// Single-region FQDNs baked into backend env
env: [
 { name: 'AZURE_AI_PROJECT_ENDPOINT', value: aiFoundry.outputs.endpoint }
 { name: 'AZURE_SEARCH_ENDPOINT', value: search.outputs.endpoint }
 { name: 'COSMOS_ENDPOINT', value: cosmos.outputs.primaryEndpoint }
 { name: 'STORAGE_ACCOUNT_URL', value: storage.outputs.primaryBlobEndpoint }
]
```

Recommended Fix: Emit `*_PRIMARY` / `*_SECONDARY` env pairs plus `APP_REGION` from Bicep, and refactor `app_config.AppConfig` to expose `resolve_*_endpoint()` methods that every client builder calls.","Emit `*_PRIMARY` / `*_SECONDARY` env pairs plus `APP_REGION` from Bicep, and refactor `app_config.AppConfig` to expose `resolve_*_endpoint()` methods that every client builder calls.","resiliency;P1-017"
"P1-018: CosmosClient has no `preferred_locations`","Bug","2","2 - High","New","Finding: P1-018: CosmosClient has no `preferred_locations`

Priority: P1

Resiliency Related: Yes

Issue: `CosmosClient` is constructed in `app_config` without `preferred_locations`, so the SDK selects a region from account metadata in arbitrary order. In an active/active topology, reads from a `{secondaryRegion}` replica may be routed to the `{primaryRegion}` write endpoint over the internet, inflating latency under steady state and breaking clean failover when the local endpoint degrades.

File: src/backend/common/config/app_config.py:222-242

```python
self._cosmos = CosmosClient(
 url=os.environ[""COSMOS_ACCOUNT_ENDPOINT""],
 credential=self.credential,
)
```

Recommended Fix: Resolve `app_region` and `peer_region` from environment in `app_config`, pass them as `preferred_locations`, set `consistency_level='Session'`, and keep `enable_endpoint_discovery=True` so the SDK reacts to Cosmos auto-failover events.","Resolve `app_region` and `peer_region` from environment in `app_config`, pass them as `preferred_locations`, set `consistency_level='Session'`, and keep `enable_endpoint_discovery=True` so the SDK reacts to Cosmos auto-failover events.","resiliency;P1-018"
"P1-019: Single ACR hostname for all workloads","Bug","2","2 - High","New","Finding: P1-019: Single ACR hostname for all workloads

Priority: P1

Resiliency Related: Yes

Issue: Backend, MCP, and Web App image references all point at the same single-region ACR hostname, so any ACR regional incident blocks pulls across all workloads in both `{primaryRegion}` and `{secondaryRegion}`. The single-region → active/active migration requires a parameterized registry hostname sourced from the geo-replicated ACR (P1-005) so each region pulls from its local replica.

File: infra/main.bicep:140-160

```bicep
// All workloads reference one literal hostname
var backendImage = 'acr${solutionPrefix}.azurecr.io/backend:latest'
var mcpImage = 'acr${solutionPrefix}.azurecr.io/mcp:latest'
var webImage = 'acr${solutionPrefix}.azurecr.io/web:latest'
```

Recommended Fix: Promote `registryLoginServer` to a Bicep variable from the geo-replicated ACR, pin every workload `image` to `'${registryLoginServer}/<repo>@sha256:<digest>'`, and surface the digest as a deployment parameter for reproducibility.","Promote `registryLoginServer` to a Bicep variable from the geo-replicated ACR, pin every workload `image` to `'${registryLoginServer}/<repo>@sha256:<digest>'`, and surface the digest as a deployment parameter for reproducibility.","resiliency;P1-019"
"P1-020: Storage AVM no `skuName` / `enableRedundancy` not threaded","Bug","2","2 - High","New","Finding: P1-020: Storage AVM no `skuName` / `enableRedundancy` not threaded

Priority: P1

Resiliency Related: Yes

Issue: The Storage AVM call omits `skuName` (defaults to LRS) and never receives the `enableRedundancy` flag from `main.bicep`. This is the threading bug behind P1-006: even after the `storageSkuName` parameter exists in `main.bicep`, the AVM call still hardcodes / defaults the SKU, so the single-region → active/active migration cannot get zone- or region-redundant storage without fixing the wiring.

File: infra/main.bicep:1597-1612

```bicep
module storage 'br/public:avm/res/storage/storage-account:0.x.y' = {
 name: 'st-${solutionPrefix}'
 params: {
 name: 'st${solutionPrefix}'
 location: location
 // skuName not set; enableRedundancy not threaded
 }
}
```

Recommended Fix: Apply P1-006 (parameter + threading) and verify the AVM module call binds both `skuName: storageSkuName` and `enableRedundancy: enableRedundancy` to `main.bicep` parameters rather than AVM defaults.","Apply P1-006 (parameter + threading) and verify the AVM module call binds both `skuName: storageSkuName` and `enableRedundancy: enableRedundancy` to `main.bicep` parameters rather than AVM defaults.","resiliency;P1-020"
"P1-021: `upsert_item` no `_etag` / optimistic concurrency","Bug","2","2 - High","New","Finding: P1-021: `upsert_item` no `_etag` / optimistic concurrency

Priority: P1

Resiliency Related: Yes

Issue: The Cosmos wrapper calls `upsert_item` without `_etag` checks. The current single-region account masks this, but once the active/active topology enables multi-region writes (P1-023), concurrent updates from `{primaryRegion}` and `{secondaryRegion}` silently overwrite each other under last-writer-wins, corrupting plan and step state across the regional boundary.

File: src/backend/common/database/cosmosdb.py:110-176

```python
async def update_plan(self, plan_id: str, partition_key: str, doc: dict) -> dict:
 return await self._container.upsert_item(body=doc)
```

Recommended Fix: Read with `read_item` to capture `_etag`, mutate, then `replace_item(if_match_etag=...)`. On 412 Precondition Failed, re-read and retry with bounded attempts; on exhaustion raise a typed `ConcurrentUpdateError` and emit a `cosmos.etag.conflict` metric.","Read with `read_item` to capture `_etag`, mutate, then `replace_item(if_match_etag=...)`. On 412 Precondition Failed, re-read and retry with bounded attempts; on exhaustion raise a typed `ConcurrentUpdateError` and emit a `cosmos.etag.conflict` metric.","resiliency;P1-021"
"P1-022: `except Exception` swallows 429 / 503","Bug","2","2 - High","New","Finding: P1-022: `except Exception` swallows 429 / 503

Priority: P1

Resiliency Related: Yes

Issue: The Cosmos wrapper catches bare `Exception` and logs, so throttling (429) and service unavailability (503) are indistinguishable from genuine bugs. In a single-region setup this hides degradation; in active/active the retry policy from P0-014/P0-015 cannot fire because the typed exception is consumed at the wrong layer, and `/healthz/ready` cannot reflect dependency health to the GLB.

File: src/backend/common/database/cosmosdb.py:110-176

```python
try:
 return await fn(*args, **kwargs)
except Exception as e:
 logger.exception(""cosmos call failed: %s"", e)
 return None
```

Recommended Fix: Replace `except Exception` with `except CosmosHttpResponseError`, switch on `status_code` (429 honors `x-ms-retry-after-ms`; 503/408 backoff; 412 raises `ConcurrentUpdateError`; default re-raises), and emit per-status metrics.","Replace `except Exception` with `except CosmosHttpResponseError`, switch on `status_code` (429 honors `x-ms-retry-after-ms`; 503/408 backoff; 412 raises `ConcurrentUpdateError`; default re-raises), and emit per-status metrics.","resiliency;P1-022"
"P1-023: Multi-region writes never enabled","Bug","2","2 - High","New","Finding: P1-023: Multi-region writes never enabled

Priority: P1

Resiliency Related: Yes

Issue: The Cosmos resource in IaC never sets `enableMultipleWriteLocations: true` or `enableAutomaticFailover: true`. Even after migrating off serverless (P0-013) and adding `{secondaryRegion}` to `locations[]` (P0-003), the secondary cannot accept writes — active/active collapses to active/passive for Cosmos, forcing every write to round-trip back to `{primaryRegion}`.

File: infra/main.bicep:1110-1136

```bicep
module cosmos 'br/public:avm/res/document-db/database-account:0.x.y' = {
 name: 'cosmos-${solutionPrefix}'
 params: {
 name: 'cosmos-${solutionPrefix}'
 locations: [
 { locationName: primaryLocation, failoverPriority: 0 }
 ]
 }
}
```

Recommended Fix: Set `automaticFailoverEnabled: true` and `enableMultipleWriteLocations: true` on the account, define an explicit `conflictResolutionPolicy` per container, and gate the change behind P0-013, P0-003, P1-021 (etag), and P1-018 (preferred_locations).","Set `automaticFailoverEnabled: true` and `enableMultipleWriteLocations: true` on the account, define an explicit `conflictResolutionPolicy` per container, and gate the change behind P0-013, P0-003, P1-021 (etag), and P1-018 (preferred_locations).","resiliency;P1-023"
"P1-024: Singleton CosmosClient no preferred regions","Bug","2","2 - High","New","Finding: P1-024: Singleton CosmosClient no preferred regions

Priority: P1

Resiliency Related: Yes

Issue: `app_config` constructs a single sync + async `CosmosClient` pair at startup with no `preferred_locations` and caches them for the process lifetime. In active/active, every read from a `{secondaryRegion}` replica may be routed by the SDK to the `{primaryRegion}` write endpoint, breaking locality during normal operation and producing slow cross-region calls during failover.

File: src/backend/common/config/app_config.py:222-242

```python
def _build_cosmos_clients(self) -> None:
 self._cosmos_async = AsyncCosmosClient(
 url=os.environ[""COSMOS_ACCOUNT_ENDPOINT""],
 credential=self.credential,
 )
 self._cosmos_sync = SyncCosmosClient(
 url=os.environ[""COSMOS_ACCOUNT_ENDPOINT""],
 credential=self.credential,
 )
```

Recommended Fix: Add `app_region`/`peer_region` properties on `AppConfig` from env, pass `preferred_locations` to both sync and async clients in `_build_cosmos_clients()`, and route every consumer through `app_config.get_cosmos_client()`.","Add `app_region`/`peer_region` properties on `AppConfig` from env, pass `preferred_locations` to both sync and async clients in `_build_cosmos_clients()`, and route every consumer through `app_config.get_cosmos_client()`.","resiliency;P1-024"
"P1-025: Container Apps revisionsMode Single, no graceful drain","Bug","2","2 - High","New","Finding: P1-025: Container Apps revisionsMode Single, no graceful drain

Priority: P1

Resiliency Related: Yes

Issue: Each Container App is deployed with `activeRevisionsMode: 'Single'` and no termination grace or SIGTERM drain hook. As the application moves from single-region to active/active, every revision swap (deploy, scale-in, image bump) hard-cuts in-flight WebSocket sessions and HTTP requests in either region, surfacing as user-visible 502s and lost agent stream output during cutovers.

File: infra/main.bicep:1143-1170

```bicep
resource backendApp 'Microsoft.App/containerApps@2024-03-01' = {
 name: 'ca-backend-${solutionPrefix}'
 properties: {
 configuration: {
 activeRevisionsMode: 'Single'
 ingress: { external: true, targetPort: 8000 }
 }
 template: {
 containers: [ /* ... */ ]
 }
 }
}
```

Recommended Fix: Switch to `revisionsMode: 'Multiple'` with weighted traffic during deploys, set `terminationGracePeriodSeconds: 60`, and add a FastAPI SIGTERM handler that flips readiness to 503 and closes WebSockets cleanly.","Switch to `revisionsMode: 'Multiple'` with weighted traffic during deploys, set `terminationGracePeriodSeconds: 60`, and add a FastAPI SIGTERM handler that flips readiness to 503 and closes WebSockets cleanly.","resiliency;P1-025"
"P1-026: DatabaseFactory / app_config no health-driven invalidation","Bug","2","2 - High","New","Finding: P1-026: DatabaseFactory / app_config no health-driven invalidation

Priority: P1

Resiliency Related: Yes

Issue: `DatabaseFactory` and `app_config` cache Cosmos, Foundry, and Search clients indefinitely. In a single-region world this is fine; in active/active, after a transient regional incident the cached clients keep pointing at a degraded endpoint (stale endpoint discovery, expired DNS, broken PE) and never recover until the replica restarts — so post-failover the region looks ""up"" while every dependency call fails.

File: src/backend/common/database/database_factory.py

```python
class DatabaseFactory:
 def __init__(self, config):
 self._cosmos = config.get_cosmos_client() # cached forever

 def get(self):
 return self._cosmos
```

Recommended Fix: Wrap each cached client in a `HealthGatedClient` with N-consecutive-failure invalidation and a 5s background probe (cheap per-dependency call with 2s timeout); the next caller rebuilds the client. Surface state in `/healthz`.","Wrap each cached client in a `HealthGatedClient` with N-consecutive-failure invalidation and a 5s background probe (cheap per-dependency call with 2s timeout); the next caller rebuilds the client. Surface state in `/healthz`.","resiliency;P1-026"
"P1-027: WebSocket emit best-effort no retry / ack","Bug","2","2 - High","New","Finding: P1-027: WebSocket emit best-effort no retry / ack

Priority: P1

Resiliency Related: Yes

Issue: Outbound WebSocket `send_text` / `send_json` calls are wrapped in a bare `try/except` that logs and continues. As the platform moves from single-region to active/active, a transient socket blip or a revision-drain (P1-025) silently drops live agent output, and the client UI has no way to know a token batch was lost. There is no acknowledgement protocol, no dead-letter, and no metric.

File: src/backend/v4/api/connection_config.py

```python
async def send_event(ws: WebSocket, payload: dict) -> None:
 try:
 await ws.send_json(payload)
 except Exception as e:
 logger.warning(""ws send failed: %s"", e)
 # best-effort — payload is dropped
```

Recommended Fix: Wrap `send_json` in a bounded retry helper with jittered backoff, dead-letter unsent payloads to a Storage Queue keyed by `(plan_id, session_id, sequence)`, and require client `ack` for state-changing notifications.","Wrap `send_json` in a bounded retry helper with jittered backoff, dead-letter unsent payloads to a Storage Queue keyed by `(plan_id, session_id, sequence)`, and require client `ack` for state-changing notifications.","resiliency;P1-027"
"P1-028: Partial agent_stream_buffers dropped","Bug","2","2 - High","New","Finding: P1-028: Partial agent_stream_buffers dropped

Priority: P1

Resiliency Related: Yes

Issue: Streaming agent output is held in process-local `agent_stream_buffers` and only persisted to Cosmos at terminal events. Moving from single-region to active/active makes this worse: a replica swap, SIGTERM (P1-025), socket disconnect (P1-027), or cross-region cutover loses every partial token already shown to the user, and the conversation cannot be reconstructed from durable storage in `{secondaryRegion}` on reconnect.

File: src/backend/v4/callbacks/response_handlers.py

```python
async def on_agent_chunk(plan_id: str, step_id: str, chunk: str) -> None:
 # process-local buffer only; persisted on terminal event
 agent_stream_buffers[(plan_id, step_id)].append(chunk)
 await ws.send_json({""plan_id"": plan_id, ""step_id"": step_id, ""chunk"": chunk})
```

Recommended Fix: Append every streamed chunk to a Cosmos container `agent_stream_events` with a monotonic `seq` per `(plan_id, step_id)`, partition key `/plan_id`, TTL 24h. On reconnect, replay `WHERE seq > @lastSeen ORDER BY seq` then resume the live stream.","Append every streamed chunk to a Cosmos container `agent_stream_events` with a monotonic `seq` per `(plan_id, step_id)`, partition key `/plan_id`, TTL 24h. On reconnect, replay `WHERE seq > @lastSeen ORDER BY seq` then resume the live stream.","resiliency;P1-028"
"P1-029: Cosmos DNS / Private Endpoint failure (F3)","Bug","2","2 - High","New","Finding: P1-029: Cosmos DNS / Private Endpoint failure (F3)

Priority: P1

Resiliency Related: Yes

Issue: The Cosmos Private Endpoint and Private DNS zone live only in `{primaryRegion}`. In active/active, a PE outage, Private DNS misconfiguration, or recursive resolver failure pins traffic on the broken path and never lets the SDK roll over to `{secondaryRegion}`. The SDK's default retries do not cover DNS-resolution exceptions, so the client surfaces `ServiceRequestError` immediately.

File: src/backend/common/database/cosmosdb.py

```python
async def call(fn, *args, **kwargs):
 return await fn(*args, **kwargs)
```

Recommended Fix: Add a peer PE in `{secondaryRegion}` linked to the same Cosmos account, link both VNets to `privatelink.documents.azure.com`, retry on `ServiceRequestError`/`gaierror` with bounded backoff, and assert PE-backed resolution from `/healthz/ready`.","Add a peer PE in `{secondaryRegion}` linked to the same Cosmos account, link both VNets to `privatelink.documents.azure.com`, retry on `ServiceRequestError`/`gaierror` with bounded backoff, and assert PE-backed resolution from `/healthz/ready`.","resiliency;P1-029"
"P1-030: OpenAI 429 retry exhausted (F4)","Bug","2","2 - High","New","Finding: P1-030: OpenAI 429 retry exhausted (F4)

Priority: P1

Resiliency Related: Yes

Issue: OpenAI 429s are retried in a tight loop with limited backoff and without honoring the server-side `Retry-After` header. In a single-region deployment this surfaces as a 5xx; in active/active, sustained throttling in `{primaryRegion}` exhausts the retry budget within seconds and never rolls over to a peer deployment in `{secondaryRegion}` (P1-001).

File: src/backend/v4/orchestration/human_approval_manager.py:114-141

```python
for _ in range(3):
 try:
 return await client.chat.completions.create(**kwargs)
 except RateLimitError:
 await asyncio.sleep(1)
raise
```

Recommended Fix: Catch `openai.RateLimitError` explicitly, sleep `max(retry_after, jittered_backoff)` capped at 60s, fall back to the peer-region deployment via `app_config.get_openai_client(peer=True)`, and on peer exhaustion return a structured deferred response.","Catch `openai.RateLimitError` explicitly, sleep `max(retry_after, jittered_backoff)` capped at 60s, fall back to the peer-region deployment via `app_config.get_openai_client(peer=True)`, and on peer exhaustion return a structured deferred response.","resiliency;P1-030"
"P1-031: AI Search unavailable / index missing (F7)","Bug","2","2 - High","New","Finding: P1-031: AI Search unavailable / index missing (F7)

Priority: P1

Resiliency Related: Yes

Issue: AI Search outages and missing-index errors propagate as unhandled `HttpResponseError` from `azure.search.documents`, which the orchestrator translates to user-facing 5xx. In a single-region setup any Search incident blocks every grounded answer; in active/active the RAG path has no graceful degradation even though the model could still respond with reduced quality.

File: src/backend/v4/rag/search_client.py

```python
async def search(self, query: str):
 docs = await self._client.search(query, top=5)
 return [d async for d in docs]
```

Recommended Fix: Convert `ResourceNotFoundError` and `HttpResponseError(503/504)` to a typed `SearchUnavailable`, return `documents=[], degraded=True`, and have the orchestrator add a ""no document context"" system message instead of aborting. Add a Search readiness probe.","Convert `ResourceNotFoundError` and `HttpResponseError(503/504)` to a typed `SearchUnavailable`, return `documents=[], degraded=True`, and have the orchestrator add a ""no document context"" system message instead of aborting. Add a Search readiness probe.","resiliency;P1-031"
"P1-032: Storage Blob unavailable (F8)","Bug","2","2 - High","New","Finding: P1-032: Storage Blob unavailable (F8)

Priority: P1

Resiliency Related: Yes

Issue: A Storage Blob outage cascades into the RAG ingestion pipeline and any backend path that streams attachments. Today an upload fails with `ServiceRequestError` and the user sees a 5xx; there is no deferral, so work is lost rather than retried when Storage recovers — a fragile posture inside a single region and unworkable in active/active.

File: src/backend/common/storage/blob_client.py

```python
async def upload(blob_name: str, data: bytes) -> None:
 await container.upload_blob(name=blob_name, data=data, overwrite=True)
```

Recommended Fix: On `ServiceRequestError` or `HttpResponseError(503)` from blob upload, push a deferred-ingest envelope to a Storage Queue; a worker drains with bounded retry and dead-letters poisoned messages. Add a canary-blob HEAD readiness probe.","On `ServiceRequestError` or `HttpResponseError(503)` from blob upload, push a deferred-ingest envelope to a Storage Queue; a worker drains with bounded retry and dead-letters poisoned messages. Add a canary-blob HEAD readiness probe.","resiliency;P1-032"
"P1-033: ACR pull failure blocks cold-start (F9)","Bug","2","2 - High","New","Finding: P1-033: ACR pull failure blocks cold-start (F9)

Priority: P1

Resiliency Related: Yes

Issue: Backend, MCP, and Web App Container App revisions all pull from a single-region ACR. A regional ACR incident or transient registry 5xx during cold-start blocks every replica from coming up in either region — the GLB sees no healthy origin, and there is no pre-pulled fallback image. Active/active requires both regions to have an independent path to images.

File: infra/main.bicep:140-160

```bicep
resource backendApp '...' = {
 properties: {
 configuration: {
 registries: [
 { server: acr.outputs.loginServer, identity: uami.outputs.resourceId }
 ]
 }
 }
}
```

Recommended Fix: Apply P1-005 (geo-replicated Premium ACR) as primary, provision a passive `Premium` ACR in `{secondaryRegion}` filled by `az acr import` per release, list both `server` entries on each Container App, and pre-pull digests on cold-start.","Apply P1-005 (geo-replicated Premium ACR) as primary, provision a passive `Premium` ACR in `{secondaryRegion}` filled by `az acr import` per release, list both `server` entries on each Container App, and pre-pull digests on cold-start.","resiliency;P1-033"
"P1-034: Entra ID token failure (F11)","Bug","2","2 - High","New","Finding: P1-034: Entra ID token failure (F11)

Priority: P1

Resiliency Related: Yes

Issue: `app_config.get_access_token` calls `DefaultAzureCredential.get_token` directly with no retry, no caching, and no surfacing in `/healthz`. A transient Entra ID glitch (`ClientAuthenticationError`, network blip to `login.microsoftonline.com`) becomes a hard 5xx for users, and `/healthz/ready` cannot distinguish auth-broken regions from data-broken ones in the active/active topology.

File: src/backend/common/config/app_config.py:170-176

```python
def get_access_token(self, scope: str) -> str:
 return self.credential.get_token(scope).token
```

Recommended Fix: Wrap `credential.get_token(scope)` with bounded `tenacity` retry on transient `ClientAuthenticationError`, cache `AccessToken` per scope, refresh at `expires_on - 300s`, open a circuit breaker after 3 consecutive failures, and surface state in `/healthz`.","Wrap `credential.get_token(scope)` with bounded `tenacity` retry on transient `ClientAuthenticationError`, cache `AccessToken` per scope, refresh at `expires_on - 300s`, open a circuit breaker after 3 consecutive failures, and surface state in `/healthz`.","resiliency;P1-034"
"P1-035: Web App proxy timeout (F17)","Bug","2","2 - High","New","Finding: P1-035: Web App proxy timeout (F17)

Priority: P1

Resiliency Related: Yes

Issue: The Python frontend proxies API calls to the backend Container App with a fixed-low `httpx` default timeout (~5s) and no retry on transient 5xx. In a single-region deployment this clips long requests; during active/active regional cutover or a peer-region cold-start, normal warm-up exceeds 5s and produces user-visible 504s at the SPA even though the backend recovers within the GLB probe window.

File: src/App/frontend_server.py

```python
import httpx
_client = httpx.AsyncClient() # default timeout ~5s, no retry

async def _proxy_get(url: str, headers: dict) -> httpx.Response:
 return await _client.get(url, headers=headers)
```

Recommended Fix: Configure a shared `httpx.AsyncClient` with explicit `connect/read/write/pool` timeouts, retry only `GET`/`HEAD` on `502/503/504`/`ConnectError` with bounded attempts, and return a structured 503 body with the region and correlation id on exhaustion.","Configure a shared `httpx.AsyncClient` with explicit `connect/read/write/pool` timeouts, retry only `GET`/`HEAD` on `502/503/504`/`ConnectError` with bounded attempts, and return a structured 503 body with the region and correlation id on exhaustion.","resiliency;P1-035"
